pair,asset_x,asset_y,exchange,interval,period,exact_mode,spread_id,strategy_id,mode_valid,mode_source,mode_blocker,sharpe,returns_total,returns_total_pct,discovery_min_sharpe,discovery_min_returns_total,passes_sharpe_gate,passes_sharpe_gt_2,passes_returns_total_gt_20pct,hurst,half_life,pearson,spearman,kendall,copula,corr_copula,u1_given_u2,u2_given_u1,ecm_x_available,ecm_y_available,ecm_strength_available,hedge_ratio,closed_trades,drawdown,source_system,source_path,evidence_path
ETHBTCUSDT-MEUSDT,ETHBTCUSDT,MEUSDT,,,,,,,False,missing,missing_exact_mode,2.64,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
AVAUSDT-ETHBTCUSDT,AVAUSDT,ETHBTCUSDT,,,,,,,False,missing,missing_exact_mode,2.59,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ATOMUSDT-ETHBTCUSDT,ATOMUSDT,ETHBTCUSDT,,,,,,,False,missing,missing_exact_mode,2.59,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHUSDT-POWRUSDT,ETHUSDT,POWRUSDT,,,,,,,False,missing,missing_exact_mode,2.59,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USDT-FET-USD,ETH-USDT,FET-USD,,,,,,,False,missing,missing_exact_mode,2.58,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHBTCUSDT-RENDERUSDT,ETHBTCUSDT,RENDERUSDT,,,,,,,False,missing,missing_exact_mode,2.57,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHPERP-POLYXUSDT,ETHPERP,POLYXUSDT,,,,,,,False,missing,missing_exact_mode,2.49,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BTCPERP-ETHUSDT,BTCPERP,ETHUSDT,,,,,,,False,missing,missing_exact_mode,2.45,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BTCUSDT-ETHUSDT,BTCUSDT,ETHUSDT,,,,,,,False,missing,missing_exact_mode,2.45,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BTCPERP-ETHPERP,BTCPERP,ETHPERP,,,,,,,False,missing,missing_exact_mode,2.45,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_bybit_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
CHZ-USD/ETHFI-USD,CHZ-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,2.28,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
CHZ-USD-ETHFI-USD,CHZ-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,2.28,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ARKM-USD-ETH-USD,ARKM-USD,ETH-USD,,,,,,,False,missing,missing_exact_mode,2.25,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BONK-USD-ETH-BTC,BONK-USD,ETH-BTC,,,,,,,False,missing,missing_exact_mode,2.18,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BTC-GBP-SOL-ETH,BTC-GBP,SOL-ETH,,,,,,,False,missing,missing_exact_mode,2.08,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
AXS-USDT-ETH-USD,AXS-USDT,ETH-USD,,,,,,,False,missing,missing_exact_mode,2.06,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-EUR-MOG-USD,ETH-EUR,MOG-USD,,,,,,,False,missing,missing_exact_mode,2.04,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BNB-USD/ETH-USD,BNB-USD,ETH-USD,,,,,,,False,missing,missing_exact_mode,1.98,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
BNB-USD-ETH-USD,BNB-USD,ETH-USD,,,,,,,False,missing,missing_exact_mode,1.98,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
00-USD-ETH-USDT,00-USD,ETH-USDT,,,,,,,False,missing,missing_exact_mode,1.95,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-EUR-FAI-USD,ETH-EUR,FAI-USD,,,,,,,False,missing,missing_exact_mode,1.85,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD/PYTH-USD,ETH-USD,PYTH-USD,,,,,,,False,missing,missing_exact_mode,1.81,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
LSETH-USD-ZETACHAIN-USD,LSETH-USD,ZETACHAIN-USD,,,,,,,False,missing,missing_exact_mode,1.81,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-PYTH-USD,ETH-USD,PYTH-USD,,,,,,,False,missing,missing_exact_mode,1.81,,,1.75,0.1,True,True,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD/MORPHO-USD,ETH-USD,MORPHO-USD,,Daily,,,,,False,missing,missing_exact_mode,1.430484,0.82324696,82.324696,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv
ETH-USD/MORPHO-USD,ETH-USD,MORPHO-USD,,Daily,,,,,False,missing,missing_exact_mode,1.430484,0.82324696,82.324696,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv
ETH-USD/MORPHO-USD,ETH-USD,MORPHO-USD,,Daily,,,,,False,missing,missing_exact_mode,1.430484,0.82324696,82.324696,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DOGE-USD/ORDI-USD,DOGE-USD,ORDI-USD,,Daily,,,,,False,missing,missing_exact_mode,1.1703709,0.44486666,44.486666,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv
DOGE-USD/ORDI-USD,DOGE-USD,ORDI-USD,,Daily,,,,,False,missing,missing_exact_mode,1.1703709,0.44486666,44.486666,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv
DOGE-USD/ORDI-USD,DOGE-USD,ORDI-USD,,Daily,,,,,False,missing,missing_exact_mode,1.1703709,0.44486666,44.486666,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DOGE-USD/EIGEN-USD,DOGE-USD,EIGEN-USD,,Daily,,,,,False,missing,missing_exact_mode,0.17394543,0.23283796,23.283796000000002,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv
DOGE-USD/EIGEN-USD,DOGE-USD,EIGEN-USD,,Daily,,,,,False,missing,missing_exact_mode,0.17394543,0.23283796,23.283796000000002,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv
DOGE-USD/EIGEN-USD,DOGE-USD,EIGEN-USD,,Daily,,,,,False,missing,missing_exact_mode,0.17394543,0.23283796,23.283796000000002,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DOGE-USD/MORPHO-USD,DOGE-USD,MORPHO-USD,,Daily,,,,,False,missing,missing_exact_mode,1.3574277,0.23024523,23.024523,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv
DOGE-USD/MORPHO-USD,DOGE-USD,MORPHO-USD,,Daily,,,,,False,missing,missing_exact_mode,1.3574277,0.23024523,23.024523,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv
DOGE-USD/MORPHO-USD,DOGE-USD,MORPHO-USD,,Daily,,,,,False,missing,missing_exact_mode,1.3574277,0.23024523,23.024523,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
ENS-USD/MOVE-USD,ENS-USD,MOVE-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.98877144,0.21377349,21.377349000000002,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_queue_after_apify_refresh.csv
ENS-USD/MOVE-USD,ENS-USD,MOVE-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.98877144,0.21377349,21.377349000000002,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_next_best_sharpe_returns_queue.csv
ENS-USD/MOVE-USD,ENS-USD,MOVE-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.98877144,0.21377349,21.377349000000002,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DOGE-USD/FLOKI-USD,DOGE-USD,FLOKI-USD,dydx,daily,365.0,,,,False,missing,missing_exact_mode,0.4013280973031612,0.1799534484052714,17.99534484052714,1.75,0.1,False,False,True,1.1569658511977543,5.2551526083086255,,,,,,,,False,False,False,1.3183332725612273,,-0.16953365830971054,crypto_wizards_active_report,data/raw/pair_details/pair_DOGE-USD_FLOKI-USD_Dydx_Daily_365_daily_cw_backtest_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
TAO-USD/UNI-USD,TAO-USD,UNI-USD,,Daily,,,,,False,missing,missing_exact_mode,1.1889083,0.16250306,16.250306000000002,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DOGE-USD/ETH-USD,DOGE-USD,ETH-USD,,Daily,,,,,False,missing,missing_exact_mode,0.6877366,0.10745284,10.745284,1.75,0.1,False,False,True,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
HYPE-USD/TRX-USD,HYPE-USD,TRX-USD,dydx,daily,365.0,,,,False,missing,missing_exact_mode,0.5763862537021827,0.1025062134743128,10.250621347431279,1.75,0.1,False,False,True,0.9900213244036692,15.605226623539174,,,,,,,,False,False,False,0.21057417064790881,,-0.11025719133252013,crypto_wizards_active_report,data/raw/pair_details/pair_HYPE-USD_TRX-USD_Dydx_Daily_365_daily_cw_backtest_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DYDX-USD/INJ-USD,DYDX-USD,INJ-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.65474313,0.092495315,9.2495315,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
ARB-USD/DYDX-USD,ARB-USD,DYDX-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.68108535,0.08457579,8.457578999999999,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DOGE-USD/MANA-USD,DOGE-USD,MANA-USD,,Daily,,,,,False,missing,missing_exact_mode,0.4885585,0.07550505,7.550505,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DOGE-USD/IMX-USD,DOGE-USD,IMX-USD,,Daily,,,,,False,missing,missing_exact_mode,0.38498744,0.05687161,5.687161000000001,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DYDX-USD/ETC-USD,DYDX-USD,ETC-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.6541543,0.054425534,5.4425533999999995,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
CRO-USD/STX-USD,CRO-USD,STX-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.37683642,0.039806016,3.9806016,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
ARB-USD/DOGE-USD,ARB-USD,DOGE-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.43469417,0.036303684,3.6303684,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
ARB-USD/INJ-USD,ARB-USD,INJ-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.2637269,0.033643823,3.3643823000000004,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_step1_simple_discovery_gate.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
BTC-USD/DOGE-USD,BTC-USD,DOGE-USD,dydx,hourly,320.0,,,,False,missing,missing_exact_mode,0.8659150639559292,0.0291146579528454,2.9114657952845397,1.75,0.1,False,False,False,0.886688814217463,44.03241872045082,,,,,,,,False,False,False,1.0007812063022048,,-0.01197349669388912,crypto_wizards_active_report,data/raw/pair_details/pair_BTC-USD_DOGE-USD_Dydx_Hourly_320_hourly_cw_backtest_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
