pair,asset_x,asset_y,exchange,interval,period,exact_mode,spread_id,strategy_id,mode_valid,mode_source,mode_blocker,sharpe,returns_total,returns_total_pct,discovery_min_sharpe,discovery_min_returns_total,passes_sharpe_gate,passes_sharpe_gt_2,passes_returns_total_gt_20pct,hurst,half_life,pearson,spearman,kendall,copula,corr_copula,u1_given_u2,u2_given_u1,ecm_x_available,ecm_y_available,ecm_strength_available,hedge_ratio,closed_trades,drawdown,source_system,source_path,evidence_path
ETH-USD/XRP-USD,ETH-USD,XRP-USD,dydx,hourly,320.0,,,,False,missing,missing_exact_mode,0.4066573003534723,0.023725296637741,2.3725296637741,1.75,0.1,False,False,False,0.8254514974979724,16.29459672871546,,,,,,,,False,False,False,0.9849847622963465,,-0.010597501173914368,crypto_wizards_active_report,data/raw/pair_details/pair_ETH-USD_XRP-USD_Dydx_Hourly_320_hourly_cw_backtest_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DOGE-USD/LTC-USD,DOGE-USD,LTC-USD,dydx,hourly,320.0,,,,False,missing,missing_exact_mode,-0.1899170519393765,0.0065125657985463,0.65125657985463,1.75,0.1,False,False,False,1.1181309500625634,31.20500585377005,,,,,,,,False,False,False,0.30708965903893226,,-0.031011926194021055,crypto_wizards_active_report,data/raw/pair_details/pair_DOGE-USD_LTC-USD_Dydx_Hourly_320_hourly_cw_backtest_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
BERA-USD/TAO-USD,BERA-USD,TAO-USD,dydx,daily,365.0,,,,False,missing,missing_exact_mode,-0.0445177396630313,-0.0020000015000003,-0.20000015000003,1.75,0.1,False,False,False,0.9782714849782278,12.264042753983208,,,,,,,,False,False,False,0.22946273011747054,,-0.20707013233329877,crypto_wizards_active_report,data/raw/pair_details/pair_BERA-USD_TAO-USD_Dydx_Daily_365_daily_cw_backtest_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
SOL-USD/WLD-USD,SOL-USD,WLD-USD,dydx,daily,365.0,,,,False,missing,missing_exact_mode,-0.0551021924821042,-0.0517903827433254,-5.17903827433254,1.75,0.1,False,False,False,0.8644019586902756,12.488764627720734,,,,,,,,False,False,False,1.2675480124276586,,-0.49826698488168963,crypto_wizards_active_report,data/raw/pair_details/pair_SOL-USD_WLD-USD_Dydx_Daily_365_daily_cw_backtest_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
BNB-USD/DYM-USD,BNB-USD,DYM-USD,dydx,daily,365.0,,,,False,missing,missing_exact_mode,-1.322146536310213,-0.1462207200721601,-14.62207200721601,1.75,0.1,False,False,False,1.0901397207806505,48.49826536510875,,,,,,,,False,False,False,2.764178636422376,,-0.15736592010512707,crypto_wizards_active_report,data/raw/pair_details/pair_BNB-USD_DYM-USD_Dydx_Daily_365_daily_cw_backtest_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
ETC-USD/ETH-USD,ETC-USD,ETH-USD,,,,,,,False,missing,missing_exact_mode,1.66,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_sample_2026-06-25.csv
ETC-USD-ETH-USD,ETC-USD,ETH-USD,,,,,,,False,missing,missing_exact_mode,1.66,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-USUAL-USD,ETH-USD,USUAL-USD,,,,,,,False,missing,missing_exact_mode,1.66,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHFI-USD-FIL-USD,ETHFI-USD,FIL-USD,,,,,,,False,missing,missing_exact_mode,1.65,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
MDT-USD-ETH-GBP,MDT-USD,ETH-GBP,,,,,,,False,missing,missing_exact_mode,1.59,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-TIA-USD,ETH-USD,TIA-USD,,,,,,,False,missing,missing_exact_mode,1.57,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETHFI-USD-NEAR-USD,ETHFI-USD,NEAR-USD,,,,,,,False,missing,missing_exact_mode,1.53,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-ZRO-USD,ETH-USD,ZRO-USD,,,,,,,False,missing,missing_exact_mode,1.48,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-MOVE-USD,ETH-USD,MOVE-USD,,,,,,,False,missing,missing_exact_mode,1.47,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BTC-USD-ETHFI-USD,BTC-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,1.45,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-ETHFI-USD,ETH-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,1.45,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-FLOKI-USD,ETH-USD,FLOKI-USD,,,,,,,False,missing,missing_exact_mode,1.43,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
DOT-USD-ETHFI-USD,DOT-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,1.43,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-POPCAT-USD,ETH-USD,POPCAT-USD,,,,,,,False,missing,missing_exact_mode,1.41,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-WLD-USD,ETH-USD,WLD-USD,,,,,,,False,missing,missing_exact_mode,1.39,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-MORPHO-USD,ETH-USD,MORPHO-USD,,,,,,,False,missing,missing_exact_mode,1.37,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
LINK-ETH-METIS-USD,LINK-ETH,METIS-USD,,,,,,,False,missing,missing_exact_mode,1.35,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-SEI-USD,ETH-USD,SEI-USD,,,,,,,False,missing,missing_exact_mode,1.3,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
SOL-ETH-HIGH-USD,SOL-ETH,HIGH-USD,,,,,,,False,missing,missing_exact_mode,1.29,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-SUI-USD,ETH-USD,SUI-USD,,,,,,,False,missing,missing_exact_mode,1.29,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETC-USD-ETHFI-USD,ETC-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,1.27,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-OP-USD,ETH-USD,OP-USD,,,,,,,False,missing,missing_exact_mode,1.24,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
SOL-ETH-S-USD,SOL-ETH,S-USD,,,,,,,False,missing,missing_exact_mode,1.23,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_coinbase_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-XLM-USD,ETH-USD,XLM-USD,,,,,,,False,missing,missing_exact_mode,1.22,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
AVAX-USD-ETHFI-USD,AVAX-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,1.2,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-LINK-USD,ETH-USD,LINK-USD,,,,,,,False,missing,missing_exact_mode,1.19,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
ETH-USD-S-USD,ETH-USD,S-USD,,,,,,,False,missing,missing_exact_mode,1.15,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
DYDX-USD-ETHFI-USD,DYDX-USD,ETHFI-USD,,,,,,,False,missing,missing_exact_mode,1.15,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,data/raw/crypto_wizards_scanner_2026-06-25/scanner_dydx_sharpe.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_multi_venue_sharpe_rows_2026-06-25.csv
BTC-USD/DOGE-USD,BTC-USD,DOGE-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.34503093,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_intraday_stat_validation.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
ETH-USD/XRP-USD,ETH-USD,XRP-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.29230958,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_intraday_stat_validation.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
DOGE-USD/LTC-USD,DOGE-USD,LTC-USD,,Hourly,,,,,False,missing,missing_exact_mode,0.24832073,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,reports/crypto_wizards_intraday_stat_validation.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_research_blockers_only_list.csv
,,,,,,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_active_report,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_inventory_2026-06-25.csv,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/reports/active/crypto_wizards_exchange_inventory_2026-06-25.csv
,,,,,,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_pair_detail,data/raw/pair_details/crypto_wizards_pair_1_codex_read_only_capture.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/crypto_wizards_pair_1_codex_read_only_capture.json
,,,,,,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_pair_detail,data/raw/pair_details/crypto_wizards_pair_1_endpoint_capture.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/crypto_wizards_pair_1_endpoint_capture.json
AVAX-USD-BLUR-USD,AVAX-USD,BLUR-USD,dydx,5mins,12000.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,377.63514328285805,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_avax_blur_cw1_5mins_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_avax_blur_cw1_5mins_dydx_long_history_derived_history.json
BLUR-USD-ETHFI-USD,BLUR-USD,ETHFI-USD,dydx,5mins,12000.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,0.022976157285397005,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_blur_ethfi_cw1_5mins_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_blur_ethfi_cw1_5mins_dydx_long_history_derived_history.json
BTC-USD-WLD-USD,BTC-USD,WLD-USD,dydx,1day,400.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,43964.20890109351,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_btc_wld_cw_daily_1day_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_btc_wld_cw_daily_1day_dydx_long_history_derived_history.json
BTC-USD-WLD-USD,BTC-USD,WLD-USD,dydx,5mins,12000.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,-41622.496552907425,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_btc_wld_cw_liq1_5mins_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_btc_wld_cw_liq1_5mins_dydx_long_history_derived_history.json
,,,,,,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,False,False,False,,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_crypto_wizards_pair_1_capture_capture.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_crypto_wizards_pair_1_capture_capture.json
DOGE-USD-FLOKI-USD,DOGE-USD,FLOKI-USD,dydx,5mins,12000.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,1061.4269179633393,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_doge_floki_cw1_5mins_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_doge_floki_cw1_5mins_dydx_long_history_derived_history.json
ETH-USD-HBAR-USD,ETH-USD,HBAR-USD,dydx,5mins,12000.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,27818.418836448975,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_eth_hbar_cw1_5mins_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_eth_hbar_cw1_5mins_dydx_long_history_derived_history.json
ETH-USD-WLD-USD,ETH-USD,WLD-USD,dydx,1day,400.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,1696.1975824549133,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_eth_wld_cw_daily_1day_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_eth_wld_cw_daily_1day_dydx_long_history_derived_history.json
ETH-USD-WLD-USD,ETH-USD,WLD-USD,dydx,1day,800.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,238.2085991466963,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_eth_wld_cw_daily_deep_1day_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_eth_wld_cw_daily_deep_1day_dydx_long_history_derived_history.json
ETH-USD-WLD-USD,ETH-USD,WLD-USD,dydx,5mins,12000.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,-1305.575566003437,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_eth_wld_cw_liq1_5mins_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_eth_wld_cw_liq1_5mins_dydx_long_history_derived_history.json
EUR-USD-FIL-USD,EUR-USD,FIL-USD,dydx,1day,581.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,-0.01938387072422187,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_eur_fil_cw_daily_sharpe_1day_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_eur_fil_cw_daily_sharpe_1day_dydx_long_history_derived_history.json
HYPE-USD-TRX-USD,HYPE-USD,TRX-USD,dydx,5mins,12000.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,-209.39781272955506,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_hype_trx_cw_liq1_5mins_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_hype_trx_cw_liq1_5mins_dydx_long_history_derived_history.json
SOL-USD-USUAL-USD,SOL-USD,USUAL-USD,dydx,5mins,12000.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,3452.13146261163,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_sol_usual_cw1_5mins_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_sol_usual_cw1_5mins_dydx_long_history_derived_history.json
SOL-USD-WLD-USD,SOL-USD,WLD-USD,dydx,1day,365.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,126.32707392554029,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_sol_wld_cw_daily_sharpe_1day_dydx_cached_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_sol_wld_cw_daily_sharpe_1day_dydx_cached_derived_history.json
SOL-USD-WLD-USD,SOL-USD,WLD-USD,dydx,5mins,12000.0,,,,False,missing,missing_exact_mode,,,,1.75,0.1,False,False,False,,,,,,,,,,True,True,True,-50.45678723712322,,,crypto_wizards_pair_detail,data/raw/pair_details/pair_sol_wld_cw_liq1_5mins_dydx_long_history_derived_history.json,/Users/gregc/Documents/Codex/2026-06-15-chief-quantitative-research-architect-you-are/data/raw/pair_details/pair_sol_wld_cw_liq1_5mins_dydx_long_history_derived_history.json
